,0,1,2,3
153,"[0.982532663050408, 5.961887842050822e-06, 0.43204379991142156, 4.862631804775809e-05, 0.13211521934947268, 8.340144458140442e-05]",4,6,3
154,"[0.9825063094922262, 1.2608038924466189e-06, 0.4300183210396499, 2.1502165929061298e-05, 0.12960520329678019, 6.316322562266125e-05]",4,6,4
155,"[0.9824048665373735, 2.2267929585800914e-06, 0.42916700866454466, 1.9407238788568978e-05, 0.12993914740765392, 4.201181153393449e-05]",4,6,5
156,"[0.9825744777905028, 5.7348227789805465e-06, 0.43288647378209577, 5.118513464477027e-05, 0.13094731628919137, 0.00011682694077160889]",4,6,6
157,"[0.9826208158781938, 4.354199199540526e-06, 0.43449243593988546, 1.3290026796221749e-05, 0.13004216065057858, 6.015368346206217e-05]",4,6,7
158,"[0.9826758652497746, 1.1465558706073253e-06, 0.43906640798558766, 1.2915387481904455e-05, 0.1307618654473225, 6.083182841832942e-05]",4,6,8
159,"[0.9824260302825155, 1.3965666026723816e-06, 0.4282831763807491, 1.3019690010622057e-05, 0.13018669030891686, 5.9213658385360266e-05]",4,6,9
160,"[0.9825630403566759, 2.9175365742070554e-06, 0.4315980508225721, 2.321948886437078e-05, 0.1315739050386069, 4.717311104108109e-05]",4,6,10
161,"[0.9825792042577173, 2.1217328878091053e-06, 0.43137384156285086, 3.194461442084083e-05, 0.12697280223929255, 5.298599439444501e-05]",4,6,11
162,"[0.9826314657594272, 4.515037522193994e-06, 0.4360533221273321, 3.0451680168814216e-05, 0.13199083759146893, 4.378484355958642e-05]",4,6,12
163,"[0.9822918180607898, 3.317705310061269e-06, 0.42580481379042223, 3.258062886634627e-05, 0.12818788761187544, 6.704143929250584e-05]",4,6,13
164,"[0.9825709017728279, 4.052910286596831e-06, 0.4318421860260336, 2.3318730839891737e-05, 0.13193821101450168, 9.02896928439194e-05]",4,6,14
165,"[0.982544462465873, 3.825725208632181e-06, 0.4284693855484063, 3.337343301486445e-05, 0.12943594207341655, 0.00011836317051128863]",4,6,15
166,"[0.9825699893124897, 4.152880399479885e-06, 0.4305867699394197, 4.086283091560316e-05, 0.130405814939248, 5.601224955371595e-05]",4,6,16
167,"[0.9823281912071261, 2.2958976420145864e-06, 0.42489523055482664, 4.998464984661928e-05, 0.12659252558708292, 5.272169349465342e-05]",4,6,17
168,"[0.9826667306742206, 3.169480230451538e-06, 0.4400242773490893, 3.05638940892156e-05, 0.13121095191418516, 5.814469601288925e-05]",4,6,18
169,"[0.9825139681903415, 3.548756314564788e-06, 0.4329337139780891, 9.554679982571825e-06, 0.1274354964727384, 4.5158567448122985e-05]",4,6,19
170,"[0.9825968296483265, 3.2359125953529136e-06, 0.4339705732467987, 3.151418816908819e-05, 0.13144876344853781, 4.5478719602108784e-05]",4,6,20
171,"[0.9828541597910132, 3.941348815783151e-06, 0.44011255622326156, 5.278078213875694e-05, 0.13617055617227766, 4.383149742077212e-05]",4,6,21
172,"[0.9828866241226424, 1.9030460966350288e-06, 0.44274965088879903, 1.7345282284754315e-05, 0.13705146999737053, 3.5675275980129144e-05]",4,6,22
173,"[0.982859859164374, 1.8370334011440512e-06, 0.4374117393399115, 1.721638044655288e-05, 0.13397495003001664, 2.969861786678638e-05]",4,6,23
174,"[0.9826474503345071, 4.82638001441575e-06, 0.4339700941951104, 5.773346674667618e-05, 0.13144888953770145, 4.9188447266289886e-05]",4,6,24
175,"[0.9827997700314497, 1.718515263619244e-06, 0.4344174321761952, 1.3477878184364954e-05, 0.13584037047277048, 5.426093502126433e-05]",4,6,25
176,"[0.9825011986313875, 2.0367695654774057e-06, 0.4321250864165506, 7.451184548057968e-05, 0.13150086280694512, 4.0995556183345584e-05]",4,6,26
177,"[0.9824351662458245, 3.457261082157208e-06, 0.4318309852190554, 6.087925464648218e-05, 0.12974699825842634, 8.367471458418108e-05]",4,6,27
178,"[0.9825081766054877, 3.651538620505262e-06, 0.432037634270487, 4.279047392072123e-05, 0.13046733805380065, 7.5066443376002e-05]",4,6,28
179,"[0.9825835340328233, 3.040988963013739e-06, 0.42998896779560836, 2.1791500589092607e-05, 0.1286238398676981, 8.014448314586949e-05]",4,6,29
180,"[0.9825817883446499, 1.2554009576947399e-06, 0.4354297593802745, 3.20313265931795e-05, 0.12755075144766334, 3.350208825779586e-05]",4,6,30
181,"[0.9823146250171942, 2.262988640484835e-06, 0.4244552713094538, 1.185486142003313e-05, 0.12459172154596308, 5.605090569162773e-05]",4,6,31
182,"[0.9826478597518897, 1.6027349131874738e-06, 0.4317255828561878, 1.6064294784092655e-05, 0.13335429729835852, 0.00010287396872274082]",4,6,32
183,"[0.9826584075944257, 4.12653893419134e-06, 0.43315279996794753, 3.1845681917691074e-05, 0.13255528156784305, 6.745934002735114e-05]",4,6,33
184,"[0.9825900886449044, 5.931668509962904e-06, 0.43127667536076403, 1.968291425486144e-05, 0.12985232096828606, 0.0001027228504777668]",4,6,34
185,"[0.9826294622468551, 1.6284657045271159e-06, 0.4374001638736293, 1.5592920824108864e-05, 0.12812369365343096, 5.446757424359118e-05]",4,6,35
186,"[0.9825089072864726, 2.888629629996291e-06, 0.4290429854927585, 1.98006699969709e-05, 0.13057405632887484, 4.9288887281762745e-05]",4,6,36
187,"[0.9822953785751328, 3.580302565266795e-06, 0.42709350261037515, 2.2162468511346407e-05, 0.12575950621839563, 6.117557187239534e-05]",4,6,37
188,"[0.9824678153162926, 3.041735625152337e-06, 0.4291161892234802, 1.5905198561194157e-05, 0.12783908741891395, 5.26034514849412e-05]",4,6,38
189,"[0.9826898733772208, 4.9710844032001725e-06, 0.433308985897438, 1.7111421905419637e-05, 0.13315687463073794, 7.418195818661593e-05]",4,6,39
190,"[0.9821563035802425, 4.879591537722446e-06, 0.4248644603192882, 1.1420297112585414e-05, 0.12318846899506573, 4.086967358824857e-05]",4,6,40
191,"[0.982587365951919, 6.377588903832213e-06, 0.43161534893642756, 4.7961907797475e-05, 0.13357110461514884, 0.00018141341685562826]",4,6,41
192,"[0.9825845477627625, 1.8944265576459254e-06, 0.4313511771310468, 2.3005799511827166e-05, 0.13123467625827498, 3.330899431238473e-05]",4,6,42
193,"[0.9827129108257197, 6.01926846859294e-06, 0.4337729645044484, 2.0929408735227073e-05, 0.1349178695081403, 0.00013990797616583023]",4,6,43
194,"[0.9825793875714194, 2.5574924127946495e-06, 0.430364472057764, 1.9832754534351797e-05, 0.12924486142864908, 5.070825719450663e-05]",4,6,44
195,"[0.9828067150346876, 4.532167756533172e-06, 0.4369426613059754, 2.366239337117886e-05, 0.130702900035466, 0.00020223935807865614]",4,6,45
196,"[0.982566344011546, 6.278633208125943e-06, 0.4336299925749804, 2.9885366237694474e-05, 0.1284685077459514, 6.974520374760915e-05]",4,6,46
197,"[0.9825058412466855, 2.4269097770691626e-06, 0.4310235564934019, 2.019519543094202e-05, 0.12745889199676, 5.784884614720983e-05]",4,6,47
198,"[0.9826029656679016, 5.986606608827603e-06, 0.4306605433137154, 3.714555239882635e-05, 0.13040713870062126, 7.113675937556858e-05]",4,6,48
199,"[0.9827598263012062, 1.6840008032632292e-06, 0.43338015510364136, 2.0020285784245252e-05, 0.1323930968500392, 6.140992188079145e-05]",4,6,49
200,"[0.9806201669989113, 1.1005623534018001e-05, 0.4330156325796922, 1.4493888780204402e-05, 0.13391572341700025, 6.193069362412294e-05]",5,5,0
201,"[0.9803772346769004, 4.885423230330959e-06, 0.43352280370742574, 2.0159795137864498e-05, 0.13127341801047457, 4.964183159041146e-05]",5,5,1
202,"[0.9803395112204195, 3.607059044613424e-06, 0.4312432533792063, 3.293666163189682e-05, 0.12783433897403768, 5.1735592541948686e-05]",5,5,2
203,"[0.9803253105246701, 2.3470855431097832e-06, 0.4321718935561049, 2.4069259118387126e-05, 0.1293293869544108, 4.543651416886219e-05]",5,5,3
204,"[0.9804947571379106, 6.32593501983429e-06, 0.43388992083645217, 1.4229505420664221e-05, 0.13364212690246502, 4.768000384950536e-05]",5,5,4
205,"[0.9803049035685315, 2.3288611386535657e-06, 0.43441391313512695, 4.250704490393599e-05, 0.12882252230605382, 6.554852463732087e-05]",5,5,5
206,"[0.9806638702289799, 5.566237970840385e-06, 0.43688842515611076, 1.953263663610515e-05, 0.13368851566702183, 0.00018104978252051333]",5,5,6
207,"[0.9803402697959448, 2.9588650751695495e-06, 0.4304793669350797, 2.5375709935002174e-05, 0.12938101347954817, 2.729189422135499e-05]",5,5,7
208,"[0.9802935531520754, 7.424185733862806e-06, 0.42896829734709346, 3.468765470297875e-05, 0.12660837620878265, 9.073845776680024e-05]",5,5,8
209,"[0.9803433283432734, 5.045810010102117e-06, 0.430215857044214, 2.6291597090616353e-05, 0.12927993613248276, 8.976255539928612e-05]",5,5,9
210,"[0.9801507241786437, 1.7099695595839997e-06, 0.4313830247510423, 2.7434952126099644e-05, 0.1265029586139515, 3.775932748639313e-05]",5,5,10
211,"[0.9802838635715393, 2.149756181696482e-06, 0.4325439749254495, 3.834493689336621e-05, 0.13053728470009007, 5.849113145130155e-05]",5,5,11
212,"[0.9803931253252917, 2.180634189776895e-06, 0.4312832062935628, 2.0506966591428584e-05, 0.12940915861301852, 3.588998566150492e-05]",5,5,12
213,"[0.9803945134793034, 7.50852881708633e-06, 0.4324873847475085, 3.5630036182223914e-05, 0.12749154674479005, 9.574283527676478e-05]",5,5,13
214,"[0.9804191392131371, 6.798671053267166e-06, 0.43484950981315434, 5.144406973919241e-05, 0.1312209533911822, 0.00011773080306243185]",5,5,14
215,"[0.9805723593043786, 4.911971098177333e-06, 0.4386863779085522, 1.008390248578148e-05, 0.12951045718719562, 0.0001564664794690002]",5,5,15
216,"[0.9804907864642569, 4.199821248183108e-06, 0.43305695348379025, 2.548158441053851e-05, 0.13145016511939733, 6.60140734794333e-05]",5,5,16
217,"[0.9807442603036141, 7.312892239957904e-06, 0.4392074082666598, 7.1700489768916485e-06, 0.13725033528293235, 0.00012749972218744292]",5,5,17
218,"[0.9802991969127302, 2.3214263453530765e-06, 0.43431753242748916, 3.5897553372933006e-05, 0.1282741982162692, 5.326108968593696e-05]",5,5,18
219,"[0.9805259568819082, 2.489097200012864e-06, 0.4345889521262835, 4.4426028126255236e-05, 0.1319510904628477, 8.14825387152758e-05]",5,5,19
220,"[0.9801986069591913, 4.351749759871414e-06, 0.4317907311449001, 2.2902278324060375e-05, 0.12801429230214384, 8.913539400268049e-05]",5,5,20
221,"[0.980596130372063, 3.398811968704857e-06, 0.4374882724709071, 1.140234016072622e-05, 0.1342957956580504, 0.00013312317494926186]",5,5,21
222,"[0.9801266103823207, 3.4579953932229347e-06, 0.42531272995823827, 2.790703806157474e-05, 0.12799607609684183, 5.7440541275542066e-05]",5,5,22
223,"[0.9802912871575096, 3.1713272995644162e-06, 0.43410429804667355, 2.6792899226595828e-05, 0.12723488233461666, 5.9426554190421184e-05]",5,5,23
224,"[0.980704986078063, 5.660779988100841e-06, 0.439946793490398, 2.4780104403075686e-05, 0.13389236672850638, 9.634875087880733e-05]",5,5,24
225,"[0.9800060074115974, 6.665015130685405e-06, 0.42307475849718046, 1.782554012003801e-05, 0.12602140728529845, 7.355793816762338e-05]",5,5,25
226,"[0.9802394667303918, 5.064068279148982e-06, 0.43194277699764494, 1.1802612761681773e-05, 0.12842404194823964, 8.756759959173467e-05]",5,5,26
227,"[0.9805929236264613, 3.5628932698432766e-06, 0.43785229893786004, 1.4457981846520913e-05, 0.13383781119528992, 7.779729356039095e-05]",5,5,27
228,"[0.9805892999207886, 2.0277776365298298e-06, 0.43500903467369484, 4.036467658654668e-05, 0.13168280501681023, 6.184616733222612e-05]",5,5,28
229,"[0.9803836406001639, 9.493690863810508e-06, 0.43170833842420425, 1.6292352964201557e-05, 0.12675336045801874, 8.06851744426792e-05]",5,5,29
230,"[0.9802919963654834, 6.326614946609196e-06, 0.4305112236966342, 5.3553068755241985e-05, 0.1295720528669058, 0.0001162358958639809]",5,5,30
231,"[0.9804648282745864, 5.1437282029058255e-06, 0.4309250320504767, 3.497522328937128e-05, 0.12832697901311924, 7.104958748809783e-05]",5,5,31
232,"[0.9802313144166074, 3.224727051580442e-06, 0.4257445198758692, 1.4815135449681598e-05, 0.12808045572200744, 8.224880480516834e-05]",5,5,32
233,"[0.9804883031879491, 9.752418817197116e-06, 0.4339766186876701, 2.1744872514038155e-05, 0.13190620126313723, 0.00021942138986933825]",5,5,33
234,"[0.9805842088461241, 2.523241374268067e-06, 0.44022154087642706, 2.1209303422653132e-05, 0.13395095524897066, 4.346412816128267e-05]",5,5,34
235,"[0.9805235669249452, 6.6086691993056956e-06, 0.43594786423485554, 9.606344172246447e-06, 0.13210088758078614, 7.922812505176116e-05]",5,5,35
236,"[0.9803260478211685, 4.447888979854531e-06, 0.4275143860857688, 4.2660219256583316e-05, 0.12663420278770401, 8.40730906010961e-05]",5,5,36
237,"[0.9800361689159742, 7.873322100672275e-06, 0.4307918613962237, 1.390592862688172e-05, 0.1279507183998598, 0.00012409509829719467]",5,5,37
238,"[0.980799764739717, 6.7095437540403645e-06, 0.4461223272116158, 1.6319168575096005e-05, 0.13334344563334835, 0.0001385498375114628]",5,5,38
239,"[0.9802871203401398, 6.060357037537674e-06, 0.431659290427033, 1.907156994219234e-05, 0.1282014603895704, 6.825835343536005e-05]",5,5,39
240,"[0.9803448785624772, 2.5497496467679847e-06, 0.4297307310116932, 1.929231535686643e-05, 0.12574924401427975, 8.376398986554197e-05]",5,5,40
241,"[0.9803214227381616, 4.394360231274808e-06, 0.433958554207315, 3.0910864532286106e-05, 0.13102246756042754, 7.142813354498424e-05]",5,5,41
242,"[0.9801936225697454, 3.5582071333716366e-06, 0.42656448916138473, 4.565523374951665e-05, 0.1273093668891809, 6.0442395528282566e-05]",5,5,42
243,"[0.9804864184854298, 9.608796488773341e-06, 0.4349976165529455, 2.334614819739759e-05, 0.13360519529312742, 0.00012963724145464804]",5,5,43
244,"[0.9804585379870078, 5.432121336900878e-06, 0.43534606310649837, 1.5451409631853833e-05, 0.12970107455319732, 5.743349458457364e-05]",5,5,44
245,"[0.9804177526360174, 1.4154120406228425e-06, 0.43445453335451817, 3.215208930155325e-05, 0.13147888473934474, 0.00011194835733191859]",5,5,45
246,"[0.9803462341120046, 2.98327527912874e-06, 0.43175237793046467, 1.8930433623226932e-05, 0.12833841056215203, 0.00013366394432148693]",5,5,46
247,"[0.9803754535858106, 2.089713058143466e-06, 0.43976934752084823, 2.077463978062367e-05, 0.1275252227664492, 5.3053942495605705e-05]",5,5,47
248,"[0.9806618685344678, 2.984358885640455e-06, 0.43801114652483797, 3.0228201435942212e-05, 0.13456510881835684, 6.274819221390468e-05]",5,5,48
249,"[0.9808600267297288, 4.594999901593734e-06, 0.4443211512419109, 2.3983869976430973e-05, 0.13694048066993048, 0.00024054278774146332]",5,5,49
250,"[0.9773806547594152, 3.7437837068457374e-06, 0.43035129277540973, 2.843794956927046e-05, 0.13252387630902798, 7.600124273517009e-05]",6,4,0
251,"[0.9773697667710426, 3.590125170913001e-06, 0.4280398137727172, 7.131312399434498e-05, 0.1375292387640566, 0.00010298065256409431]",6,4,1
252,"[0.9776072202769944, 5.043629896146595e-06, 0.43746160230750647, 1.8738283459196727e-05, 0.14020324466134598, 4.8960541078260564e-05]",6,4,2
253,"[0.9775301868310553, 4.697883597970472e-06, 0.4317410969175013, 1.528359064596279e-05, 0.13554667912128585, 9.383254108542391e-05]",6,4,3
254,"[0.9773092619674085, 7.430157140824115e-06, 0.42367311551410747, 2.4131240788654515e-05, 0.13472010488829125, 0.00015108115380386706]",6,4,4
255,"[0.9776779588311687, 4.396964654545917e-06, 0.4359635136453593, 3.690852531276499e-05, 0.137726544515991, 6.291783708183665e-05]",6,4,5
256,"[0.9777090314818074, 3.9513357286945964e-06, 0.4336721517493966, 4.0439800917871944e-05, 0.13839713968251208, 8.317241074859049e-05]",6,4,6
257,"[0.9771447774913274, 1.0737464345553413e-05, 0.4220550458639942, 2.7112212702605336e-05, 0.1315383433847158, 7.734781810170195e-05]",6,4,7
258,"[0.9774382279719646, 6.699301522772704e-06, 0.4300755554815398, 6.921425302483714e-05, 0.136235864895216, 9.272043071788251e-05]",6,4,8
259,"[0.9776763396283609, 5.514599247146651e-06, 0.4335406754118539, 3.188543024586077e-05, 0.13432317735217622, 0.0001002074151349888]",6,4,9
260,"[0.9775914545114207, 5.292146063295885e-06, 0.4297192444113523, 1.6411654327777402e-05, 0.13582439047070743, 6.919709049129376e-05]",6,4,10
261,"[0.9774468110495825, 1.4458842862255762e-05, 0.43428844708204023, 7.186060414162035e-05, 0.1344491025158436, 5.600724515773015e-05]",6,4,11
262,"[0.9776823111775245, 8.90106803131751e-06, 0.4336229056894994, 3.7985756348258475e-05, 0.13658209983494055, 0.00019134138236179756]",6,4,12
263,"[0.9775559759346226, 6.507505269907e-06, 0.43479787318831997, 4.3847862144905606e-05, 0.13800188083474613, 6.316214048307208e-05]",6,4,13
264,"[0.9775376647637728, 2.483815311048694e-06, 0.433588317605871, 3.064591669047184e-05, 0.1355496968438611, 5.74614695710118e-05]",6,4,14
265,"[0.9776303075760568, 5.486372626101008e-06, 0.43290127334580225, 3.758964012112093e-05, 0.13661730716461998, 6.375570453558989e-05]",6,4,15
266,"[0.9771706013017879, 4.683641740049788e-06, 0.42653847179948196, 1.9758707064239572e-05, 0.13573215683224846, 8.003855503130557e-05]",6,4,16
267,"[0.9777198308049033, 8.106543857126294e-06, 0.4357266137741542, 1.4548339208417479e-05, 0.14051746785096317, 6.425839651510528e-05]",6,4,17
268,"[0.9772372534870742, 3.130582301292077e-06, 0.42729135121725487, 5.086958356214335e-05, 0.1368075152764167, 5.429577519644867e-05]",6,4,18
269,"[0.9776139659270409, 4.356939258983178e-06, 0.43424163359320667, 3.235711309036811e-05, 0.136734874678472, 6.965937550542572e-05]",6,4,19
270,"[0.9775950125202846, 2.7105154762542144e-06, 0.4349127654010185, 1.2449062350510065e-05, 0.13766909595070811, 0.00010180951664674912]",6,4,20
271,"[0.9777849186974561, 2.835901601921363e-06, 0.43624398709509943, 1.994929317576056e-05, 0.13254719694548617, 0.00014607905588461705]",6,4,21
272,"[0.9774381318964565, 9.962201370333825e-06, 0.4327066545161098, 2.7140130950595027e-05, 0.13665148250583753, 0.00017204493481984842]",6,4,22
273,"[0.9770735664947692, 5.339218751158481e-06, 0.426778293719418, 3.6298566593292246e-05, 0.13464384222443257, 0.00014133473293691376]",6,4,23
274,"[0.9777629089078225, 4.832929800082983e-06, 0.43674587583529706, 2.129304879998419e-05, 0.14324705224356465, 7.324435884138889e-05]",6,4,24
275,"[0.9780303457424148, 8.865605507729745e-06, 0.4393933750095089, 3.883432733511493e-05, 0.14420206781468045, 0.00010516718412416632]",6,4,25
276,"[0.976994322911562, 1.0402070428747393e-05, 0.4250084081136191, 3.196605630996933e-05, 0.13358533318710886, 0.00013036844348114445]",6,4,26
277,"[0.9773704224630702, 9.224100600612129e-06, 0.4316808804814033, 1.2874285622145495e-05, 0.13906606655571238, 6.66403661522413e-05]",6,4,27
278,"[0.9779257016463346, 9.530945330481587e-06, 0.438434643766495, 6.414796191332235e-05, 0.13952928557706282, 0.00012856922617238319]",6,4,28
279,"[0.9779101854332587, 6.2458174400944486e-06, 0.4413616306645142, 3.365303992909727e-05, 0.1393614363591456, 6.813218305711632e-05]",6,4,29
280,"[0.9776340753947104, 1.3062497101043496e-05, 0.4340278931427931, 1.4576804543287153e-05, 0.13474731060987877, 7.790915609873091e-05]",6,4,30
281,"[0.9772187774725858, 4.221686604005149e-06, 0.42566931190337826, 1.7960917259265746e-05, 0.13091831395935108, 5.244341438561314e-05]",6,4,31
282,"[0.9774216700781957, 2.9652417575537306e-06, 0.4286489419474489, 3.341382845060109e-05, 0.13629611542186382, 9.112988932060286e-05]",6,4,32
283,"[0.9770556253647512, 9.614484347605066e-06, 0.4239022877005174, 6.969632406092996e-05, 0.13153131798039658, 0.00013874894127496244]",6,4,33
284,"[0.9775476600300171, 1.4918344144062027e-05, 0.43257580038024046, 3.336555610562813e-05, 0.1397555841597188, 0.00011311161601436492]",6,4,34
285,"[0.9774073465177521, 3.9924118233798954e-06, 0.43216943778418127, 1.471391950324167e-05, 0.1350260365873189, 8.049539739072245e-05]",6,4,35
286,"[0.9772424857975073, 4.719742845326665e-06, 0.4274215252475722, 3.1716522403351906e-05, 0.13335332749396345, 7.767530592223612e-05]",6,4,36
287,"[0.9775003919224068, 5.61877021927191e-06, 0.43246969506840865, 2.5124759148845435e-05, 0.13360392740706728, 4.2906530987871665e-05]",6,4,37
288,"[0.9772812666853694, 1.1277580043036794e-05, 0.42457166235929694, 1.7498927338993397e-05, 0.13690535164191042, 0.0001951604595250017]",6,4,38
289,"[0.977697641976327, 4.690181552559963e-06, 0.43672003844596313, 5.52616856739927e-05, 0.13607888000504767, 3.414158760585871e-05]",6,4,39
290,"[0.9772778371038809, 9.994326300974574e-06, 0.4297906875108472, 4.388643143666352e-05, 0.13242814876674527, 0.0001106383771525918]",6,4,40
291,"[0.9771422183280907, 8.967151087445642e-06, 0.42773612495537827, 1.2993501697831115e-05, 0.1334125108335465, 0.00015482277528193968]",6,4,41
292,"[0.9774873387074995, 7.530118483157226e-06, 0.43079055974527763, 1.38743700457762e-05, 0.13368200746878658, 0.00017621921421577077]",6,4,42
293,"[0.9775797711077043, 2.1999111229933153e-06, 0.43617702231381505, 3.8768106786406065e-05, 0.1397382345205511, 5.6383033665633675e-05]",6,4,43
294,"[0.977856464969346, 7.995381974870429e-06, 0.4373506452816937, 4.641892079805171e-05, 0.14008390309782467, 0.0001680236062925126]",6,4,44
295,"[0.9774076524981933, 6.549639680365558e-06, 0.429152361488491, 3.744268242895484e-05, 0.13645001168055068, 8.605393234112081e-05]",6,4,45
296,"[0.9778329435074271, 1.0472067719640653e-05, 0.43822703249181133, 2.430504921138796e-05, 0.1393162232746784, 8.672059932292013e-05]",6,4,46
297,"[0.9777928280140975, 5.9417011271374436e-06, 0.4361199613954767, 3.106914673038872e-05, 0.14208641648755088, 0.00010121498711864104]",6,4,47
298,"[0.977561103917573, 2.6437343085273815e-06, 0.42473174911367517, 2.937760369075085e-05, 0.13409262342847272, 0.000149300722645629]",6,4,48
299,"[0.9774061001379435, 4.465301820420084e-06, 0.43014726642384676, 2.8262365175264025e-05, 0.13897195707581744, 0.00011853301097477155]",6,4,49
300,"[0.9722717384741386, 7.675997667109321e-06, 0.4357321633979159, 4.094601737362836e-05, 0.15450393828203415, 0.00011905003724612656]",7,3,0
